formation_points_num_values,communication_transmission_range_values,communication_delay_values,communication_failure_rate_values,presence_error,std_dev_presence_error,time_with_no_leader,std_dev_time_with_no_leader,shape_error,std_dev_shape_error
8,20,0.0,0.0,0.0821286135517052,7.491860402836753e-05,0.4421873394092761,0.0009205232649334443,0.1781043601923598,0.00012088761309044249
8,20,0.0,0.04,0.1228087612743388,0.00012214717229782607,0.3600398889996917,0.0012230476903378233,0.2033821879895239,0.0001348933645931438
8,20,0.0,0.08,0.1688529863971895,3.700577585268396e-05,0.447876244100678,0.0005933128560862154,0.2278139494446737,0.0001300874601919373
8,20,0.0,0.12,0.2067359475304089,7.721390520806502e-05,0.4268984080511335,0.0015082882257500944,0.2429183600528873,0.00011918747766993773
8,20,0.0,0.2,0.2974859391970489,5.3649955630747834e-05,0.4123317009213914,0.00047782636721378573,0.2848708911418563,7.175643027825685e-05
8,20,0.04,0.0,0.0949387619826715,0.00010570842531449929,0.4260289611915588,0.001235243687394497,0.2307447544981194,0.0004635586916359182
8,20,0.04,0.04,0.153490964558237,7.542021828096945e-05,0.4504512512534757,0.0009895213602212724,0.2193085230473616,0.00011791190991314589
8,20,0.04,0.08,0.1915211049197331,0.00013899975056480898,0.4259122942008172,0.000949718867404845,0.2295029693338946,7.107336522578351e-05
8,20,0.04,0.12,0.2375355122514231,6.982479903794081e-05,0.4404206678351884,0.0008940896697716688,0.2450085059948853,5.5636570452185564e-05
8,20,0.04,0.2,0.317580613071148,8.627654068947023e-05,0.4832818980052722,0.001222438218135866,0.2897625303473358,0.00017145245497141034
8,20,0.08,0.0,0.1606791789699463,0.0006193961920648086,0.5029736193711649,0.0014622127709425369,0.2746113540789446,0.0002005923569670302
8,20,0.08,0.04,0.2108783635510092,0.00015690903771253248,0.6009405581682171,0.0005245752080323385,0.2659301699865054,0.0001526440940331593
8,20,0.08,0.08,0.2611181732449221,0.00034627262645603506,0.6505768071577976,0.0005414461659693446,0.2856755614428477,0.0002565425630247418
8,20,0.08,0.12,0.2812402343478765,0.00020205677662553002,0.5650376806602241,0.0004526051269029453,0.2787002025273771,0.00017044781072647375
8,20,0.08,0.2,0.3277926206044858,7.452647971306521e-05,0.5347764854902375,0.0004436215806152057,0.2896161867890001,7.221261333957586e-05
8,20,0.12,0.0,0.291241564212673,0.0003287980238498716,0.6509045858460718,0.0011507621198527847,0.3385195811684454,0.0005066858385509699
8,20,0.12,0.04,0.296766796574436,0.0001950247356102475,0.5838210661696283,0.0009066399212612418,0.2968487506606383,0.00023270379590847014
8,20,0.12,0.08,0.2856170694224052,0.00039157899507974924,0.573332148144856,0.000507583468358572,0.2877087138412658,0.0002886933598526913
8,20,0.12,0.12,0.348533997663882,0.00022221726315935951,0.6840741224281178,0.00036232484192318386,0.3317724881437168,0.00028150416627025404
8,20,0.12,0.2,0.3849004615290598,0.00012826617729578356,0.5816599490554141,0.0011789866174793816,0.3177198497775464,0.00016771459225697636
8,20,0.16,0.0,0.2440741588865543,0.00028269705722726757,0.592504423623399,0.0005451473131105694,0.317813868992134,0.0003840859307875711
8,20,0.16,0.04,0.2794626252434034,0.00029304238776933924,0.6889074691874144,0.0011267020108412878,0.3045468388918461,0.0006323906688518884
8,20,0.16,0.08,0.2975353750982573,0.00017572954566741708,0.694235261764616,0.0007586239680575975,0.3004977123617193,0.00020996435620332919
8,20,0.16,0.12,0.3331813942538774,0.00039165954979598655,0.6904519179219942,0.001276284945262787,0.3245595950954596,0.00015889733118851202
8,20,0.16,0.2,0.403319566512682,0.0002302450648104894,0.7052908480301334,0.001105041268100615,0.3502636432677402,0.0005291777826086542
8,30,0.0,0.0,0.0551263250036807,0.0001134171560590474,0.3047564021011169,0.000878571049525377,0.1696267878339198,0.0002096567965813977
8,30,0.0,0.04,0.1009002802785566,0.00012624806554471094,0.2775035486209684,0.0016888074537129338,0.1904810006361262,0.0001806410012589768
8,30,0.0,0.08,0.150429324109234,5.0781081674999385e-05,0.3359509331970366,0.0018149891033663243,0.2221803989246999,0.0001728006472570673
8,30,0.0,0.12,0.1971227697854705,9.336549819633927e-05,0.3449592915535876,0.001662114581848683,0.2374315205055661,0.00011440758216470321
8,30,0.0,0.2,0.2808601551671045,7.768747432522985e-05,0.361556559879333,0.0006740914488531464,0.284613300604862,8.74240974977979e-05
8,30,0.04,0.0,0.0686701994311102,0.00014787696836094586,0.3350148194856097,0.0007055479168987329,0.1963737812760582,6.578134869166698e-05
8,30,0.04,0.04,0.1204217754771539,0.00010814998300453171,0.3334314817541159,0.0006248142870629755,0.197285968313497,0.00018287892234484038
8,30,0.04,0.08,0.1781370833668945,0.00010348619530482795,0.3968399912221978,0.002053063676259468,0.2253778509870612,7.050751247545853e-05
8,30,0.04,0.12,0.21360636592046,0.00011185548382462065,0.3404537234825652,0.0012898226952810397,0.2426440030686209,0.00014024776790846742
8,30,0.04,0.2,0.3025032274395135,0.00015582649910905047,0.3916899769166025,0.0011976904008231075,0.2894832991312528,0.00010435769361859212
8,30,0.08,0.0,0.0879279786193837,7.314784980791631e-05,0.4126733685371348,0.0009036699682292996,0.2223883184991293,0.00013978311456579905
8,30,0.08,0.04,0.1837467343659277,0.0004360290499915078,0.5853960705446404,0.0017839400349869347,0.2450113282765261,0.0005094064983300414
8,30,0.08,0.08,0.19706764810458,0.00011569679434465543,0.3990788863302398,0.0011214285477894905,0.2286908389793257,9.931601515723033e-05
8,30,0.08,0.12,0.2464066306434191,9.174290387907711e-05,0.3618037827882855,0.0008057013997436328,0.2526541634371614,0.00010199056357996451
8,30,0.08,0.2,0.3208178616468354,0.00028985137279190676,0.4407706688074133,0.0007194994189187283,0.292686129994429,0.0002474995147368523
8,30,0.12,0.0,0.2219508335439824,0.0007299560968718681,0.4848096800268889,0.0020547059399827,0.303591465270606,0.0005893444097431199
8,30,0.12,0.04,0.2338877590632179,0.00022392725972950162,0.460370723252009,0.0015267752501965548,0.261461670622538,0.0002631890955495678
8,30,0.12,0.08,0.2264966361017665,0.0002040773284503481,0.4279678554662652,0.0007413986694958871,0.2451846817724521,0.00011025165380735675
8,30,0.12,0.12,0.3022747545826522,0.00012839173514683506,0.5340792613312815,0.0018107810497262728,0.298147809596058,0.00036574223070548885
8,30,0.12,0.2,0.3595070750196487,0.00013978907506248756,0.519226442295673,0.001030082290224224,0.3217590301741092,0.0003964832700388293
8,30,0.16,0.0,0.1785066156433734,0.0004772965423069079,0.6013961149892083,0.0007418159443533407,0.2817018267210877,0.0001222289877702258
8,30,0.16,0.04,0.2208099883610794,0.00011310115374903061,0.5055264042400118,0.0007730061933771431,0.2672855820794078,0.0001246256303055181
8,30,0.16,0.08,0.2607262450729061,0.00048030714663096423,0.5476209656137934,0.001281076362597447,0.2692009374879186,0.00043626719947345555
8,30,0.16,0.12,0.3417446558879337,0.0001355554740215159,0.5882210783918844,0.0005087624303591811,0.319143238013003,0.00030005653615030226
8,30,0.16,0.2,0.3734094573873854,0.0003263797040048556,0.6208378356606546,0.0010153972593657484,0.3369097624676951,0.00018692252198071574
8,40,0.0,0.0,0.0462637135797594,0.0001460725438713035,0.0185083847455131,9.056364716026374e-05,0.1678911085213234,0.0002978640065993064
8,40,0.0,0.04,0.0997814403651116,3.980113227412437e-05,0.0483390231639532,0.0002365283787907724,0.1990917455521816,0.00012633129999317901
8,40,0.0,0.08,0.1452494920124712,3.403816207003445e-05,0.0896974713818649,0.0038036474356786653,0.2209840573344154,9.831247517395336e-05
8,40,0.0,0.12,0.1914281793143873,5.4186979946756485e-05,0.0831391198308884,0.00037568845429198706,0.240602198584428,8.944209161371155e-05
8,40,0.0,0.2,0.2763276338962037,4.681880472102248e-05,0.0216389489970805,0.0001786226901901938,0.282924198564279,0.00027899242274494695
8,40,0.04,0.0,0.0582074533540364,8.41717702939676e-05,0.0708251967366576,0.00030283836321903074,0.2147276417382504,0.0005603457809183111
8,40,0.04,0.04,0.110083639121219,0.00011222077016081298,0.1192808868913524,0.0005836550461817356,0.2029733494159449,0.00022164115289867505
8,40,0.04,0.08,0.1587631580226609,5.0778202731821606e-05,0.1185253292370256,0.00046753492005134265,0.2188556149871391,0.00015502290011286713
8,40,0.04,0.12,0.2040018253522905,8.388309373270273e-05,0.0703751954866541,0.00024991730504535725,0.2406755981430093,0.00011692162733462835
8,40,0.04,0.2,0.2863366460740101,4.910240568173977e-05,0.1042752896535823,0.0004571962822487001,0.2741741989458934,0.00010681518257835674
8,40,0.08,0.0,0.1081021232003429,0.0003524163960874804,0.153964316567546,0.0007246592456338786,0.2602360950154737,0.00029941092485712606
8,40,0.08,0.04,0.1314768843107865,0.00017371239989639054,0.1691838032883424,0.0005553689323361806,0.2243208063152784,0.00021749965094533768
8,40,0.08,0.08,0.1664710787391053,0.00012535313018436874,0.1287475798543884,0.000509872734633381,0.2235145866893012,0.00016805737139802528
8,40,0.08,0.12,0.2332091981505499,6.828528356605062e-05,0.2036755657654604,0.0005840858061930836,0.2629165986272834,8.736327155741373e-05
8,40,0.08,0.2,0.3041611313503675,0.00011229489982972376,0.1432003977788827,0.0005997710866457031,0.2769703499628342,0.00014600926502566266
8,40,0.12,0.0,0.1678301970977709,0.0005259257597437245,0.3824121733671482,0.0015050284043112473,0.27099380280237,0.00020670626192170356
8,40,0.12,0.04,0.1831869237831266,0.0003110518446266374,0.3683288009133358,0.0010880593056148736,0.2568987065973761,0.00018922142238275358
8,40,0.12,0.08,0.2296112280867445,0.0002210674523182511,0.3326481462448507,0.0006846406907867119,0.2595856836122553,0.0002366982899750896
8,40,0.12,0.12,0.2778151380281636,0.0003231770671632223,0.3161619893388592,0.0022177011652556055,0.2845977724523227,0.0002437326287037137
8,40,0.12,0.2,0.3495563529343188,0.00013358563698456923,0.3140397612215589,0.0005931305914381535,0.3142852565071754,0.00013777831052871943
8,40,0.16,0.0,0.146452924174797,0.00015182176268236264,0.3950177639382332,0.0006350180104989964,0.2714398602190012,0.00041256490173222706
8,40,0.16,0.04,0.1858521221586764,0.00045396248714239297,0.3170453251259031,0.000708042604668804,0.2546696898137268,0.00024661417653587585
8,40,0.16,0.08,0.2263886496906944,0.00013104013179192733,0.3882288561912672,0.0011381042942872695,0.2612856548184578,0.00030829586482213186
8,40,0.16,0.12,0.2808723079786249,0.00010431979352524721,0.3953483204120011,0.0009691445189779164,0.2870064800854985,0.00018836203240643569
8,40,0.16,0.2,0.3523591384976072,0.0002953847106198539,0.3916983102730841,0.001916624711048479,0.3114987395877664,0.0003691796858559793
8,50,0.0,0.0,0.0487594670401867,0.00015619307675091744,0.0030166750463195,1.4760936637558011e-05,0.1676290840050718,0.00014023328916646592
8,50,0.0,0.04,0.0980172861591271,7.298738419857322e-05,0.0068000188889413,3.327327153659438e-05,0.1943396807636703,0.0001573935204857146
8,50,0.0,0.08,0.1432928893552502,3.1027016698320115e-05,0.0002277784104955,1.1145458602931645e-06,0.2195260315667309,9.523605703435061e-05
8,50,0.0,0.12,0.1962228106883599,6.841527341953594e-05,0.0113694760263222,5.563214885591538e-05,0.237939074528088,0.00017332215272361008
8,50,0.0,0.2,0.2779632721202018,3.551141417156018e-05,0.0433084536345934,0.00021191322570549028,0.2813005154404865,0.00011681667263621919
8,50,0.04,0.0,0.053459783916066,0.00012651569149095695,0.0077555770988252,2.5350558385166558e-05,0.2199339813999148,0.00023310131118174166
8,50,0.04,0.04,0.1082469586721064,5.849730153567305e-05,0.0280750779863277,0.00011474462837260173,0.2000237786966117,7.736259976819895e-05
8,50,0.04,0.08,0.1757337346770437,0.00023052302453028926,0.129325359237109,0.0005364226821209389,0.2301517904734084,0.0001254655830577161
8,50,0.04,0.12,0.2074484495095835,5.9546830030429455e-05,0.0706224183956066,0.00031084537269989587,0.2433966781991146,0.0001226550302458647
8,50,0.04,0.2,0.2919350991252789,5.507513002437071e-05,0.0532695924155344,0.00024206336617629042,0.2780449955208067,6.735368551654102e-05
8,50,0.08,0.0,0.1026114829485633,0.0002879307826638749,0.099566943241509,0.0002725992921690626,0.2420689710224525,0.0004210194479034292
8,50,0.08,0.04,0.1199409147664301,9.451796257220772e-05,0.0542029283414676,0.00029485795746038863,0.211510528373772,0.00019295115854315732
8,50,0.08,0.08,0.1711848939163702,0.0001215387277722497,0.0879280220222833,0.0004914450818580673,0.233472654387475,0.0002372252664018303
8,50,0.08,0.12,0.2410277528548688,0.00016260464951520993,0.2123561454337373,0.0005246641151950321,0.2671161678627305,0.00012943897035880297
8,50,0.08,0.2,0.3064326220350629,0.000125007155161713,0.1003475009652804,0.0006781926579565213,0.2759785606021431,0.00015951277441628132
8,50,0.12,0.0,0.1229723467981851,0.00024055553742735004,0.2427812299478609,0.0004825578557055361,0.232405944673209,0.0001494692174741642
8,50,0.12,0.04,0.1590019173664349,0.0002804719269494446,0.2629173969927694,0.001009833806137939,0.2374353418645056,0.0001843128537256961
8,50,0.12,0.08,0.2147323673121287,0.00018262302502281,0.30220361723227,0.0014402213223443099,0.2514217999922439,0.0006047902468525648
8,50,0.12,0.12,0.2605452115839264,0.0003565878244821429,0.3219370053805705,0.0015752746532992853,0.275996757818573,0.00032833228638263573
8,50,0.12,0.2,0.3359028861885736,0.00035290992975209784,0.2743813177258826,0.0012658160249740492,0.3042426944101785,0.00020662876956754778
8,50,0.16,0.0,0.1325303594593263,0.00021294763808649605,0.3009063914066427,0.0008655275962876485,0.2650102900956107,0.00031840975010041556
8,50,0.16,0.04,0.1867109353081541,0.0005279995041896287,0.3321703671399087,0.0016240260408753758,0.2539771948857964,0.00026200971022577745
8,50,0.16,0.08,0.2298520707696412,0.00022951888216373494,0.3521759782666063,0.001098734972573015,0.274097072319619,0.0006296413703835101
8,50,0.16,0.12,0.2684424123400324,0.00010904578293978322,0.337614826707852,0.0012276788652182153,0.2824161066221917,0.00012183446705800733
8,50,0.16,0.2,0.3463407624048965,0.00019470252038680027,0.3338370384362178,0.0009271959234119041,0.3037157872206672,0.00022956198923363975
8,60,0.0,0.0,0.0465116743379849,0.0001084411488008288,6.666685185236626e-05,3.2620854447641317e-07,0.1599585974177799,0.0001348886063210838
8,60,0.0,0.04,0.0995784016066703,5.739176245765772e-05,0.0010916696990824,5.341664915801238e-06,0.1988547597819669,0.00013363566025765972
8,60,0.0,0.08,0.1436437583854416,0.00012466241618586913,0.0001111114197539,5.436809074613909e-07,0.2209244587813286,0.00012939041232951193
8,60,0.0,0.12,0.1896925842155082,0.0001514648258741188,0.0178778274384095,7.633228822360221e-05,0.2437525329167988,0.00013226699473925795
8,60,0.0,0.2,0.2775982103422528,4.510769779844952e-05,0.0432167867132964,0.00021026018158521804,0.2820949141083685,6.435526848338516e-05
8,60,0.04,0.0,0.059442352617646,0.0002111831435361041,0.0218306161961561,9.784561574417018e-05,0.2034146377156594,0.00046385187409385794
8,60,0.04,0.04,0.1068930486612473,0.00010556450978872376,0.0233167314353651,9.627214923061416e-05,0.2092639858545681,0.0002478208797341303
8,60,0.04,0.08,0.1555107618354517,8.374731357214723e-05,0.0431556754324317,0.0001388382754804431,0.2192375140505394,0.00010635134693560927
8,60,0.04,0.12,0.2018038591773898,7.223352554790753e-05,0.0299000830557862,0.0001341959960407465,0.2360382985392748,0.00012141108864441811
8,60,0.04,0.2,0.286923583468293,8.20614781042207e-05,0.0185806071683532,8.779408335148418e-05,0.2761597015043274,9.458820221504058e-05
8,60,0.08,0.0,0.0661766595184984,0.00017022757507609396,0.0287861910727529,9.50223911083705e-05,0.2244611245254199,0.00033435414388597787
8,60,0.08,0.04,0.1456717588104447,0.00015344305377535143,0.1742615951710977,0.0004931995478450725,0.2377942817023892,0.00020574404684667942
8,60,0.08,0.08,0.1827726431184559,0.00024453470738167686,0.1650532362589896,0.0008009344156644022,0.2396944047422814,0.00014886926697104026
8,60,0.08,0.12,0.2122498951385982,0.00013109731524153407,0.0430362306561962,0.00023003278732472413,0.2444630381436727,0.00021651386444984945
8,60,0.08,0.2,0.3012441527615346,8.827746400996292e-05,0.0797613326703685,0.00025231022673359436,0.282122327310995,0.00011689150495018387
8,60,0.12,0.0,0.127111941630396,0.0003106403489645948,0.3196758879885777,0.0010204816297547375,0.2525720841952492,0.00019149791662839198
8,60,0.12,0.04,0.1646746761796539,0.00016628318815831275,0.2819563387676077,0.0011608642283896667,0.238102007260554,0.0003304575942873741
8,60,0.12,0.08,0.1863985212458937,0.00020108487833949245,0.1254781263281287,0.0006139788487953556,0.2336152954086642,0.00020618514317285558
8,60,0.12,0.12,0.2527540441084561,0.0003443379550769643,0.2847230131194809,0.0013931823253680144,0.2680617793643463,0.0002561705173289869
8,60,0.12,0.2,0.3448312096005673,0.0007230561810069162,0.3215592265534071,0.0015213083962997709,0.3146212112179115,0.000687291052356683
8,60,0.16,0.0,0.1350410001138871,0.00023315030709479515,0.3010952808202245,0.0008994180530073731,0.2523083388730643,0.0001986493562177324
8,60,0.16,0.04,0.1862951789449401,0.00047874552794290325,0.3049786249406248,0.0010783298474532391,0.2536969831808773,0.00036167276242989125
8,60,0.16,0.08,0.2201371132280928,0.0001676245678917915,0.2894563596009989,0.0005177711501152625,0.2604672307023667,9.804705567612607e-05
8,60,0.16,0.12,0.2734315321014763,0.0001430035616945374,0.3527843132897591,0.0008183218105333827,0.2787900582038826,0.00031128636330543367
8,60,0.16,0.2,0.3439730474945803,0.00023280444709149358,0.333137036491768,0.0014233931023457014,0.3080192567156299,0.00045911712001471983
16,20,0.0,0.0,0.0775880952967902,7.892181435890321e-05,0.4677401881671894,0.0007588706987069913,0.2797212626587141,0.00023206124740998555
16,20,0.0,0.04,0.1286098624579507,4.002076412275641e-05,0.4376789935527598,0.0007301663088358257,0.2971259217948398,0.00013304793557487486
16,20,0.0,0.08,0.1781125390278848,2.788174166852114e-05,0.4641124003122231,0.0007379260238745452,0.3108554704737655,0.00015773293303736417
16,20,0.0,0.12,0.2250329059073776,0.00010413485418877673,0.4893624704513068,0.000591270252741441,0.3323244072631164,0.0001963824133647159
16,20,0.0,0.2,0.313567971716586,2.8222794698965483e-05,0.5133680926891464,0.0009170256795564352,0.3682399625508443,0.00012968656164503726
16,20,0.04,0.0,0.1119658383599679,6.963534153599813e-05,0.4967291575809933,0.0010870234906674766,0.3475629656951032,0.00023540955698208305
16,20,0.04,0.04,0.1655460870203839,0.00012878841706230634,0.4858985719404776,0.0004920386160881085,0.3022813875618666,0.0002205520581195291
16,20,0.04,0.08,0.2182818237863162,0.00021612947316972683,0.5000569446026238,0.0008973040552479244,0.31681833674754,0.0002465449045034009
16,20,0.04,0.12,0.2644925315764732,8.105238020510062e-05,0.4900791391087197,0.0004315942407685476,0.3453898502560251,0.00024630481859771254
16,20,0.04,0.2,0.3467673043883448,5.521732986632562e-05,0.5134042039005664,0.0003984993591764812,0.3678889135279596,0.00014334990024937608
16,20,0.08,0.0,0.198501397746938,0.0002801730543180478,0.4916624768402134,0.0004199838910226112,0.3686938829243475,0.00019053077736183358
16,20,0.08,0.04,0.2206265460112386,0.00015229729922781678,0.54981263836844,0.0003625879046178124,0.3242127000954471,8.498943682142007e-05
16,20,0.08,0.08,0.2605038052188968,0.00011173840557881852,0.5642293450815141,0.0005551625425906686,0.3516820471241971,0.00021811782694073452
16,20,0.08,0.12,0.2912447977286154,0.00018712508573520592,0.5493431926199795,0.0009285461182517114,0.3603168597443184,0.0001544416002978625
16,20,0.08,0.2,0.3656160655133788,5.275188136634579e-05,0.5460737390937197,0.0005213665185479976,0.3826307451348755,9.225252715480589e-05
16,20,0.12,0.0,0.4041307232797897,0.0004470437239280614,0.6519684776902158,0.00021532201724213138,0.4548435805254658,0.00026671499160670645
16,20,0.12,0.04,0.3679374695311694,0.00040550074106111123,0.632812868924636,0.0004327591049037327,0.4105060045836103,0.00024064230751564295
16,20,0.12,0.08,0.4569978514697244,0.0005505466080729366,0.6766379906610852,0.0004823042736192584,0.4821351280634244,0.0003839197487234535
16,20,0.12,0.12,0.407866540948726,0.0002818542768232819,0.6517018102828064,0.00117512927930299,0.4349400146604804,0.00020352813387526316
16,20,0.12,0.2,0.4866661521976433,0.0002644120034776904,0.6577046047350131,0.0005132441505278248,0.4755909532558396,0.000664337523551116
16,20,0.16,0.0,0.2625633812524561,0.00040932759664292866,0.6423906733074258,0.0005626896020386995,0.3975042736505557,0.00029512591472290374
16,20,0.16,0.04,0.2886657215540831,0.00031685887206902593,0.6872046866796853,0.0008998126803017677,0.3824061775231254,0.0006189059703757289
16,20,0.16,0.08,0.4259288090036366,0.0008102036163960287,0.7360270445195681,0.0003161859983269453,0.460889146615491,0.0008261393891697776
16,20,0.16,0.12,0.3780180964912464,0.00023218897040786136,0.7014325039791777,0.0003740966343356908,0.419150883758201,0.00026886651385453676
16,20,0.16,0.2,0.4381834437387318,0.00027193508684086534,0.7132575368264912,0.00044105927828289303,0.4400622066473009,0.00020946681219392984
16,30,0.0,0.0,0.0535567459909611,4.327654101426896e-05,0.414320595334987,0.0020889293224499016,0.2769389998218626,0.00025047846159213387
16,30,0.0,0.04,0.1083731743004844,2.5124660078461456e-05,0.3402037227881188,0.000687268068920563,0.2920688428636803,0.00012458481159233293
16,30,0.0,0.08,0.1608348651662903,3.078434849542857e-05,0.3441065114069761,0.001044285290927324,0.3086423717968216,0.0001395597652175806
16,30,0.0,0.12,0.2078826195524151,2.209036996911948e-05,0.4202789452192922,0.0014641951503033771,0.3256195788183701,9.726200858126846e-05
16,30,0.0,0.2,0.3010664938478969,2.574457396097456e-05,0.4298706385295515,0.0009984555410646556,0.3620090082104213,0.00013201118924243647
16,30,0.04,0.0,0.0789177973411037,9.280023204311612e-05,0.3832760646557351,0.001147237836228216,0.3433753257482526,0.00027886082841370495
